show_id,country_name
"s2055","United States"
"s2056","Germany"
"s2057","Germany"
"s2057","United States"
"s2058","Vietnam"
"s2060","Hong Kong"
"s2060","Iceland"
"s2060","United States"
"s2061","Philippines"
"s2062","Netherlands"
"s2063","Japan"
"s2064","United States"
"s2065","Denmark"
"s2066","Japan"
"s2066","United States"
"s2067","Japan"
"s2068","Japan"
"s2069","United States"
"s2070","France"
"s2071","France"
"s2071","Australia"
"s2071","Germany"
"s2072","United States"
"s2073","United States"
"s2074","United States"
"s2075","India"
"s2076","Spain"
"s2077","United States"
"s2078","Italy"
"s2079","Japan"
"s2080","United States"
"s2080","Belgium"
"s2080","Canada"
"s2080","France"
"s2081","United Kingdom"
"s2082","Canada"
"s2083","India"
"s2084","United States"
"s2085","United States"
"s2086","United Kingdom"
"s2086","United States"
"s2087","India"
"s2088","South Africa"
"s2088","Angola"
"s2089","Spain"
"s2090","Japan"
"s2091","United States"
"s2092","Taiwan"
"s2093","United States"
"s2094","Colombia"
"s2095","United States"
"s2095","Philippines"
"s2096","United States"
"s2097","United States"
"s2098","United Kingdom"
"s2099","United States"
"s2100","United States"
"s2101","United States"
"s2103","Nigeria"
"s2104","India"
"s2105","Mexico"
"s2106","United States"
"s2107","Canada"
"s2108","United States"
"s2109","South Korea"
"s2110","United States"
"s2111","Egypt"
"s2112","Argentina"
"s2113","United States"
"s2114","United States"
"s2116","United States"
"s2117","Nigeria"
"s2118","Indonesia"
"s2119","United States"
"s2120","Indonesia"
"s2121","United Kingdom"
"s2121","United States"
"s2122","United States"
"s2122","United Kingdom"
"s2122","Canada"
"s2122","China"
"s2123","South Korea"
"s2125","Denmark"
"s2126","Saudi Arabia"
"s2127","India"
"s2128","Brazil"
"s2130","Canada"
"s2131","United States"
"s2131","Nigeria"
"s2132","United Kingdom"
"s2133","United States"
"s2134","United States"
"s2135","Colombia"
"s2136","United States"
"s2137","Japan"
"s2138","France"
"s2139","United Kingdom"
"s2139","United States"
"s2140","United States"
"s2140","France"
"s2141","United States"
"s2142","India"
"s2143","United States"
"s2144","United States"
"s2145","United States"
"s2146","Japan"
"s2147","United States"
"s2149","Nigeria"
"s2150","United States"
"s2150","Canada"
"s2150","United Kingdom"
"s2151","Germany"
"s2152","Spain"
"s2154","Germany"
"s2155","United States"
"s2156","United States"
"s2157","United States"
"s2158","United States"
"s2159","United States"
"s2160","United States"
"s2161","Canada"
"s2162","Uruguay"
"s2163","Denmark"
"s2163","United States"
"s2164","France"
"s2166","United States"
"s2168","United States"
"s2169","Brazil"
"s2170","United States"
"s2171","United States"
"s2172","United States"
"s2173","United States"
"s2174","United States"
"s2175","Canada"
"s2176","Japan"
"s2177","United States"
"s2178","Canada"
"s2179","Canada"
"s2180","Turkey"
"s2180","United States"
"s2181","Japan"
"s2182","United States"
"s2184","Canada"
"s2185","United Kingdom"
"s2186","Germany"
"s2187","India"
"s2188","South Africa"
"s2189","United States"
"s2190","United States"
"s2191","United States"
"s2191","Canada"
"s2192","Peru"
"s2192","Germany"
"s2192","Norway"
"s2193","United States"
"s2194","India"
"s2196","Nigeria"
"s2197","Mozambique"
"s2198","Brazil"
"s2198","France"
"s2199","Poland"
"s2200","United States"
"s2201","United States"
"s2202","United States"
"s2203","United States"
"s2204","United States"
"s2205","India"
"s2206","China"
"s2207","India"
"s2208","China"
"s2208","Spain"
"s2208","South Korea"
"s2208","United States"
"s2209","United States"
"s2210","Nigeria"
"s2211","Spain"
"s2211","Germany"
"s2212","Japan"
"s2213","Spain"
"s2214","United Kingdom"
"s2214","United States"
"s2215","United States"
"s2216","South Korea"
"s2217","South Africa"
"s2218","United States"
"s2219","Norway"
"s2220","United States"
"s2221","Hong Kong"
"s2221","China"
"s2222","United Kingdom"
"s2224","United Kingdom"
"s2225","France"
"s2225","Belgium"
"s2225","Luxembourg"
"s2225","Cambodia"
"s2226","France"
"s2227","Australia"
"s2228","United Kingdom"
"s2228","Australia"
"s2229","United States"
"s2230","United States"
"s2231","Brazil"
"s2232","Nigeria"
"s2233","United States"
"s2234","France"
"s2234","Belgium"
"s2235","Nigeria"
"s2236","Mexico"
"s2238","United States"
"s2239","Belarus"
"s2240","Nigeria"
"s2241","Italy"
"s2242","United States"
"s2243","Australia"
"s2244","France"
"s2245","South Africa"
"s2246","Brazil"
"s2247","United States"
"s2248","Egypt"
"s2249","United States"
"s2250","United States"
"s2251","United States"
"s2252","Belgium"
"s2254","Japan"
"s2255","Turkey"
"s2256","South Korea"
"s2257","New Zealand"
"s2258","United States"
"s2259","Australia"
"s2260","United States"
"s2261","United States"
"s2261","France"
"s2263","United States"
"s2263","China"
"s2265","India"
"s2266","India"
"s2267","India"
"s2268","India"
"s2269","India"
"s2270","India"
"s2271","India"
"s2272","India"
"s2273","India"
"s2274","India"
"s2275","India"
"s2276","Thailand"
"s2277","India"
"s2278","India"
"s2279","India"
"s2280","India"
"s2281","India"
"s2282","India"
"s2283","India"
"s2284","United States"
"s2285","India"
"s2286","India"
"s2287","India"
"s2288","India"
"s2289","India"
"s2290","India"
"s2291","India"
"s2292","India"
"s2293","India"
"s2294","Spain"
"s2295","United States"
"s2296","Indonesia"
"s2296","United Kingdom"
"s2297","Switzerland"
"s2297","France"
"s2297","Belgium"
"s2297","United States"
"s2298","Japan"
"s2299","United States"
"s2300","United States"
"s2301","Ghana"
"s2302","United States"
"s2303","Brazil"
"s2304","United States"
"s2305","Italy"
"s2306","United Kingdom"
"s2307","Taiwan"
"s2308","United States"
"s2308","Canada"
"s2309","Spain"
"s2310","Turkey"
"s2311","Canada"
"s2312","United States"
"s2312","Germany"
"s2312","Canada"
"s2313","Turkey"
"s2314","United States"
"s2315","United Kingdom"
"s2315","United States"
"s2316","United States"
"s2317","Spain"
"s2317","France"
"s2317","Canada"
"s2317","United States"
"s2318","United States"
"s2318","Mexico"
"s2319","France"
"s2320","Italy"
"s2321","Japan"
"s2322","United States"
"s2323","Chile"
"s2323","Italy"
"s2324","United Kingdom"
"s2324","Nigeria"
"s2325","Indonesia"
"s2326","Nigeria"
"s2328","Germany"
"s2328","United States"
"s2329","Australia"
"s2330","Colombia"
"s2331","United States"
"s2332","United States"
"s2333","Nigeria"
"s2334","Philippines"
"s2335","India"
"s2337","India"
"s2338","South Korea"
"s2339","India"
"s2340","India"
"s2341","India"
"s2342","United States"
"s2343","India"
"s2344","United Kingdom"
"s2345","Chile"
"s2346","United States"
"s2347","United States"
"s2348","India"
"s2349","Nigeria"
"s2350","South Korea"
"s2351","United States"
"s2352","Nigeria"
"s2353","United States"
"s2354","India"
"s2355","France"
"s2355","Egypt"
"s2356","United States"
"s2357","United States"
"s2358","United States"
"s2359","France"
"s2360","Brazil"
"s2361","Turkey"
"s2362","Egypt"
"s2362","France"
"s2363","United States"
"s2364","France"
"s2364","Brazil"
"s2364","Spain"
"s2364","Belgium"
"s2365","Japan"
"s2366","Egypt"
"s2366","Algeria"
"s2367","France"
"s2367","Egypt"
"s2368","Egypt"
"s2369","Egypt"
"s2370","Egypt"
"s2372","Philippines"
"s2373","Thailand"
"s2374","Egypt"
"s2375","Lebanon"
"s2376","Egypt"
"s2377","Egypt"
"s2378","Canada"
"s2378","South Korea"
"s2378","United States"
"s2379","United States"
"s2380","United Kingdom"
"s2380","United States"
"s2381","United States"
"s2382","Nigeria"
"s2382","United Kingdom"
"s2383","United States"
"s2384","United States"
"s2385","United Kingdom"
"s2385","United States"
"s2386","Argentina"
"s2386","Spain"
"s2387","Malaysia"
"s2388","Nigeria"
"s2389","United States"
"s2390","India"
"s2391","United States"
"s2392","Indonesia"
"s2393","India"
"s2394","United States"
"s2396","United States"
"s2396","France"
"s2396","Canada"
"s2397","Germany"
"s2398","United States"
"s2399","Japan"
"s2400","Japan"
"s2401","Mexico"
"s2402","Poland"
"s2402","United States"
"s2403","United Arab Emirates"
"s2403","Jordan"
"s2403","Lebanon"
"s2403","Saudi Arabia"
"s2404","Saudi Arabia"
"s2405","Italy"
"s2406","United States"
"s2407","United States"
"s2408","United States"
"s2409","South Korea"
"s2410","Brazil"
"s2411","South Korea"
"s2412","United States"
"s2413","Poland"
"s2414","India"
"s2415","India"
"s2416","United States"
"s2416","Mexico"
"s2416","Spain"
"s2416","Malta"
"s2417","United States"
"s2418","United States"
"s2419","Egypt"
"s2420","United States"
"s2421","India"
"s2422","Nigeria"
"s2423","United States"
"s2424","United States"
"s2424","Canada"
"s2425","United States"
"s2427","Japan"
"s2428","Turkey"
"s2429","Turkey"
"s2430","Egypt"
"s2431","United States"
"s2432","United States"
"s2434","Egypt"
"s2435","Egypt"
"s2436","Egypt"
"s2438","Egypt"
"s2439","Egypt"
"s2440","Egypt"
"s2441","Canada"
"s2442","Saudi Arabia"
"s2442","United Arab Emirates"
"s2443","Egypt"
"s2444","Egypt"
"s2445","Japan"
"s2446","India"
"s2447","Zimbabwe"
"s2448","South Korea"
"s2449","United Arab Emirates"
"s2450","Japan"
"s2451","Japan"
"s2452","Japan"
"s2452","United States"
"s2453","South Korea"
"s2454","South Korea"
"s2455","United States"
"s2456","United Kingdom"
"s2456","Germany"
"s2456","United Arab Emirates"
"s2456","New Zealand"
"s2457","Romania"
"s2457","United States"
"s2458","United Arab Emirates"
"s2459","India"
"s2460","United States"
"s2461","France"
"s2461","Egypt"
"s2462","Ireland"
"s2463","Japan"
"s2464","United Arab Emirates"
"s2465","United Arab Emirates"
"s2466","Argentina"
"s2467","Australia"
"s2468","Mexico"
"s2468","United States"
"s2469","Australia"
"s2470","China"
"s2471","United States"
"s2472","United States"
"s2473","India"
"s2474","United States"
"s2475","Indonesia"
"s2476","Indonesia"
"s2477","United Kingdom"
"s2478","Nigeria"
"s2479","Japan"
"s2480","United States"
"s2481","Canada"
"s2482","Indonesia"
"s2483","Kuwait"
"s2486","Chile"
"s2487","South Korea"
"s2488","Egypt"
"s2491","Egypt"
"s2492","Egypt"
"s2493","Egypt"
"s2494","Canada"
"s2494","Nigeria"
"s2495","United States"
"s2497","United Kingdom"
"s2498","United States"
"s2499","Mexico"
"s2500","Colombia"
"s2501","India"
"s2502","Egypt"
"s2503","Egypt"
"s2504","Egypt"
"s2505","Egypt"
"s2506","Egypt"
"s2507","Egypt"
"s2508","United States"
"s2509","United States"
"s2510","Egypt"
"s2511","Egypt"
"s2512","Saudi Arabia"
"s2512","Netherlands"
"s2512","Germany"
"s2512","Jordan"
"s2512","United Arab Emirates"
"s2512","United States"
"s2513","Egypt"
"s2514","Nigeria"
"s2515","United Kingdom"
"s2516","United States"
"s2517","Kuwait"
"s2518","South Korea"
"s2519","South Korea"
"s2520","United States"
"s2521","Lebanon"
"s2522","Spain"
"s2523","France"
"s2524","United States"
"s2525","United States"
"s2526","Japan"
"s2527","United States"
"s2528","Thailand"
"s2529","South Korea"
"s2530","Australia"
"s2531","United Kingdom"
"s2531","Spain"
"s2532","Indonesia"
"s2533","Indonesia"
"s2534","United Arab Emirates"
"s2535","India"
"s2537","Mexico"
"s2538","Nigeria"
"s2539","Kuwait"
"s2540","India"
"s2541","United States"
"s2542","United Arab Emirates"
"s2543","Canada"
"s2544","United States"
"s2545","India"
"s2546","India"
"s2547","Finland"
"s2547","France"
"s2548","United States"
"s2549","United States"
"s2550","United States"
"s2551","Italy"
"s2552","United States"
"s2553","Canada"
"s2554","United Kingdom"
"s2554","Germany"
"s2554","United States"
"s2554","France"
"s2555","Canada"
"s2556","United Arab Emirates"
"s2557","Kuwait"
"s2558","China"
"s2559","Indonesia"
"s2560","United States"
"s2562","United States"
"s2563","India"
"s2563","United Kingdom"
"s2563","China"
"s2563","Canada"
"s2563","Japan"
"s2563","South Korea"
"s2563","United States"
"s2564","Brazil"
"s2565","India"
"s2566","Argentina"
"s2567","United States"
"s2568","Colombia"
"s2571","United States"
"s2572","United States"
"s2573","United States"
"s2574","United States"
"s2576","United States"
"s2577","United States"
"s2578","United States"
"s2579","France"
"s2579","Belgium"
"s2580","United States"
"s2581","United States"
"s2582","United States"
"s2583","United States"
"s2584","Russia"
"s2585","South Africa"
"s2586","Italy"
"s2586","United Kingdom"
"s2586","France"
"s2587","Japan"
"s2588","India"
"s2589","Canada"
"s2590","India"
"s2591","Australia"
"s2591","United States"
"s2592","United States"
"s2593","United States"
"s2597","United States"
"s2597","United Kingdom"
"s2598","United States"
"s2599","Japan"
"s2600","United States"
"s2600","Mexico"
"s2600","Colombia"
"s2601","United States"
"s2601","Canada"
"s2602","Brazil"
"s2603","Japan"
"s2604","Taiwan"
"s2605","United States"
"s2606","Turkey"
"s2607","South Korea"
"s2608","Nigeria"
"s2609","United States"
"s2610","United Kingdom"
"s2611","India"
"s2612","South Africa"
"s2613","Turkey"
"s2614","Turkey"
"s2614","India"
"s2615","Egypt"
"s2616","Turkey"
"s2617","Turkey"
"s2618","Italy"
"s2618","Turkey"
"s2619","Turkey"
"s2621","Turkey"
"s2622","Turkey"
"s2623","United States"
"s2624","Egypt"
"s2625","Romania"
"s2626","India"
"s2627","India"
"s2628","United States"
"s2629","United Kingdom"
"s2630","India"
"s2631","Egypt"
"s2632","South Korea"
"s2633","United Kingdom"
"s2633","United States"
"s2633","Japan"
"s2634","Egypt"
"s2635","France"
"s2635","Belgium"
"s2635","United States"
"s2636","Egypt"
"s2637","Egypt"
"s2638","Egypt"
"s2639","Egypt"
"s2641","United Kingdom"
"s2643","India"
"s2644","Turkey"
"s2645","India"
"s2646","Japan"
"s2646","United States"
"s2647","Indonesia"
"s2648","Indonesia"
"s2649","Mexico"
"s2650","Indonesia"
"s2651","South Korea"
"s2652","United States"
"s2653","United States"
"s2654","Poland"
"s2655","Nigeria"
"s2656","Spain"
"s2657","Canada"
"s2657","United States"
"s2657","United Kingdom"
"s2658","United Kingdom"
"s2659","Japan"
"s2660","United States"
"s2661","Puerto Rico"
"s2661","United States"
"s2661","Colombia"
"s2662","United States"
"s2663","United States"
"s2664","India"
"s2665","India"
"s2666","South Korea"
"s2667","United States"
"s2668","Turkey"
"s2669","France"
"s2669","Belgium"
"s2670","Mexico"
"s2671","India"
"s2672","Germany"
"s2673","United States"
"s2674","Spain"
"s2674","Germany"
"s2675","Uruguay"
"s2675","Argentina"
"s2676","France"
"s2677","Israel"
"s2678","United States"
"s2678","United Kingdom"
"s2678","Japan"
"s2679","United States"
"s2680","Brazil"
"s2681","United States"
"s2682","Turkey"
"s2683","Philippines"
"s2684","India"
"s2685","United States"
"s2686","India"
"s2687","United States"
"s2688","Nigeria"
"s2689","Nigeria"
"s2690","United States"
"s2691","Canada"
"s2692","United States"
"s2693","United States"
"s2693","Argentina"
"s2694","United Kingdom"
"s2694","Italy"
"s2695","France"
"s2696","United States"
"s2697","Italy"
"s2698","United States"
"s2699","Japan"
"s2701","Philippines"
"s2702","United States"
"s2703","United States"
"s2704","United States"
"s2705","United States"
"s2706","United States"
"s2707","Ireland"
"s2707","United Kingdom"
"s2708","United States"
"s2709","Chile"
"s2710","United States"
"s2711","United States"
"s2712","Spain"
"s2713","United Kingdom"
"s2713","France"
"s2713","Belgium"
"s2713","Canada"
"s2713","United States"
"s2714","Japan"
"s2715","Japan"
"s2716","India"
"s2717","India"
"s2717","United States"
"s2718","India"
"s2719","United States"
"s2720","Sweden"
"s2721","India"
"s2721","United States"
"s2722","India"
"s2723","India"
"s2724","India"
"s2725","India"
"s2726","India"
"s2727","India"
"s2728","United States"
"s2729","India"
"s2730","India"
"s2731","India"
"s2732","India"
"s2733","India"
"s2734","India"
"s2735","India"
"s2736","India"
"s2737","United Kingdom"
"s2738","India"
"s2739","India"
"s2741","Japan"
"s2742","India"
"s2743","United Kingdom"
"s2744","United States"
"s2745","Netherlands"
"s2745","Germany"
"s2745","Denmark"
"s2745","United Kingdom"
"s2746","United States"
"s2747","United Kingdom"
"s2748","India"
"s2749","China"
"s2750","United States"
"s2751","India"
"s2752","India"
"s2754","United States"
"s2755","United States"
"s2756","Canada"
"s2757","India"
"s2758","United States"
"s2759","Canada"
"s2759","United States"
"s2761","India"
"s2762","South Korea"
"s2763","United States"
"s2764","United States"
"s2765","United States"
"s2766","India"
"s2767","India"
"s2768","United States"
"s2769","Canada"
"s2770","Canada"
"s2771","Canada"
"s2772","United States"
"s2774","Hungary"
"s2776","Thailand"
"s2777","Germany"
"s2778","Germany"
"s2779","United States"
"s2780","United States"
"s2781","Hungary"
"s2782","Spain"
"s2783","United States"
"s2784","Austria"
"s2784","Germany"
"s2785","Taiwan"
"s2785","China"
"s2787","Argentina"
"s2789","United States"
"s2789","Japan"
"s2790","Mexico"
"s2791","United States"
"s2792","United States"
"s2793","India"
"s2794","United Kingdom"
"s2795","United Kingdom"
"s2796","United States"
"s2797","Italy"
"s2798","France"
"s2799","United States"
"s2800","Japan"
"s2800","United States"
"s2801","Saudi Arabia"
"s2802","United States"
"s2803","Sweden"
"s2804","Japan"
"s2805","Netherlands"
"s2806","United Kingdom"
"s2807","United States"
"s2808","United Kingdom"
"s2808","United States"
"s2808","Ireland"
"s2809","United States"
"s2810","United States"
"s2811","India"
"s2814","United States"
"s2816","India"
"s2817","United States"
"s2818","South Africa"
"s2819","Norway"
"s2820","Australia"
"s2821","United States"
"s2822","South Korea"
"s2822","United States"
"s2823","United States"
"s2824","Turkey"
"s2825","Iceland"
"s2826","United States"
"s2827","United States"
"s2828","Brazil"
"s2828","United Kingdom"
"s2829","Canada"
"s2829","United States"
"s2830","United States"
"s2831","Pakistan"
"s2831","United States"
"s2833","South Africa"
"s2834","India"
"s2835","France"
"s2836","United States"
"s2837","United States"
"s2838","Spain"
"s2839","United States"
"s2840","Nigeria"
"s2842","India"
"s2843","Thailand"
"s2844","Romania"
"s2844","France"
"s2844","Switzerland"
"s2844","Germany"
"s2845","United States"
"s2846","Romania"
"s2847","Spain"
"s2848","United States"
"s2848","Canada"
"s2849","Brazil"
"s2850","United States"
"s2851","India"
"s2852","South Africa"
"s2853","United Kingdom"
"s2854","United States"
"s2855","Japan"
"s2856","Germany"
"s2857","India"
"s2860","United States"
"s2861","United Kingdom"
"s2861","United States"
"s2861","France"
"s2862","United States"
"s2863","South Africa"
"s2864","United States"
"s2866","France"
"s2867","United Kingdom"
"s2867","Canada"
"s2867","United States"
"s2868","United States"
"s2869","Colombia"
"s2870","India"
"s2871","South Africa"
"s2872","Spain"
"s2873","Mexico"
"s2874","India"
"s2875","United States"
"s2876","Japan"
"s2877","Japan"
"s2878","Saudi Arabia"
"s2879","Nigeria"
"s2880","Nigeria"
"s2881","United States"
"s2882","Nigeria"
"s2883","Nigeria"
"s2884","United States"
"s2886","Nigeria"
"s2887","United States"
"s2888","United States"
"s2889","South Korea"
"s2890","United States"
"s2891","Canada"
"s2892","United States"
"s2893","South Korea"
"s2895","Argentina"
"s2896","Germany"
"s2897","India"
"s2898","United States"
"s2899","India"
"s2900","South Africa"
"s2901","Brazil"
"s2902","Romania"
"s2902","United Kingdom"
"s2903","United States"
"s2904","France"
"s2904","Malta"
"s2904","United States"
"s2905","United States"
"s2906","United States"
"s2907","Nigeria"
"s2908","United States"
"s2909","United States"
"s2911","Cyprus"
"s2912","United Kingdom"
"s2912","France"
"s2912","Belgium"
"s2912","Ireland"
"s2912","United States"
"s2913","Philippines"
"s2914","Poland"
"s2915","Germany"
"s2916","South Africa"
"s2917","India"
"s2918","India"
"s2919","Nigeria"
"s2920","Japan"
"s2921","United States"
"s2922","Mexico"
"s2922","United States"
"s2924","Thailand"
"s2925","South Africa"
"s2926","United States"
"s2927","United States"
"s2928","United States"
"s2929","United States"
"s2930","Mexico"
"s2931","Indonesia"
"s2932","United States"
"s2933","United States"
"s2934","United States"
"s2934","Norway"
"s2934","Canada"
"s2935","Poland"
"s2935","United States"
"s2936","India"
"s2937","Ghana"
"s2938","United States"
"s2939","Nigeria"
"s2940","United States"
"s2941","India"
"s2942","Canada"
"s2942","United States"
"s2944","United States"
"s2945","United States"
"s2946","Japan"
"s2947","Kenya"
"s2947","United States"
"s2948","United States"
"s2949","United States"
"s2950","United States"
"s2951","United States"
"s2952","United States"
"s2953","United States"
"s2954","United States"
"s2955","India"
"s2956","Spain"
"s2957","United States"
"s2958","India"
"s2959","Japan"
"s2960","South Korea"
"s2961","United States"
"s2962","Canada"
"s2962","South Africa"
"s2963","France"
"s2963","South Korea"
"s2963","Japan"
"s2963","United States"
"s2964","Netherlands"
"s2965","United Kingdom"
"s2966","Japan"
"s2967","Japan"
"s2968","United States"
"s2969","United States"
"s2970","India"
"s2971","Japan"
"s2972","Mexico"
"s2973","France"
"s2974","Nigeria"
"s2975","Italy"
"s2976","United States"
"s2977","Spain"
"s2978","Japan"
"s2979","United States"
"s2980","United Kingdom"
"s2981","United States"
"s2982","France"
"s2982","Belgium"
"s2984","United Kingdom"
"s2985","Brazil"
"s2986","India"
"s2987","India"
"s2988","India"
"s2989","United States"
"s2990","Taiwan"
"s2991","South Africa"
"s2993","Nigeria"
"s2994","United States"
"s2995","United States"
"s2996","United States"
"s2997","Mexico"
"s2998","United States"
"s2999","Japan"
"s3000","Taiwan"
"s3000","Malaysia"
"s3001","United States"
"s3002","United States"
"s3003","Uruguay"
"s3003","Argentina"
"s3003","Germany"
"s3003","Spain"
"s3004","United States"
"s3005","India"
"s3006","United States"
"s3007","India"
"s3008","United States"
